50,77.053,167.32,34.577,84.335,2.7572
53,77.053,174.08,34.577,84.335,3.168
54,70.316,174.08,34.577,84.335,3.3519
55,63.579,174.08,34.577,84.335,3.6222
56,54.713,175.38,37.762,92.102,4.1058
57,43.5,174,41,100,3.9674
58,35.5,174,41,100,3.9894
59,19.5,174,41,100,4.5867
60,3.5,182,41,100,4.4394
257,602.53,147.04,34.577,84.335,2.8114
369,608.89,179.41,24.322,59.321,5.0401
370,608.5,173.65,28.991,70.709,5.1953
371,608.5,173.65,28.991,70.709,4.7587
372,608.5,173.65,28.991,70.709,4.8016
373,608.5,173.65,28.991,70.709,4.8211
374,608.89,179.41,24.322,59.321,4.4319
375,608.5,173.65,28.991,70.709,4.3638
376,611.29,179.35,26.452,64.516,4.8215
377,608.5,173.65,28.991,70.709,4.2188
378,608.5,173.65,28.991,70.709,4.2946
379,608.5,173.65,28.991,70.709,4.5042
380,608.5,173.65,28.991,70.709,4.7752
381,608.5,173.65,28.991,70.709,4.3427
382,608.5,173.65,28.991,70.709,4.808
383,608.5,173.65,28.991,70.709,4.6008
384,608.5,173.65,28.991,70.709,4.5742
385,608.5,173.65,28.991,70.709,4.4488
386,608.5,173.65,28.991,70.709,4.5771
387,611.29,179.35,26.452,64.516,4.5123
388,611.29,179.35,26.452,64.516,4.7979
389,611.29,179.35,26.452,64.516,4.5361
390,608.5,173.65,28.991,70.709,4.6541
391,608.5,173.65,28.991,70.709,4.4705
392,611.29,179.35,26.452,64.516,4.8133
393,611.29,179.35,26.452,64.516,4.6932
394,611.29,179.35,26.452,64.516,4.8637
395,611.29,179.35,26.452,64.516,4.7128
396,611.29,179.35,26.452,64.516,4.5683
397,611.29,179.35,26.452,64.516,4.2178
398,613.63,184.16,24.322,59.321,4.4432
399,613.63,188.91,24.322,59.321,4.7486
400,611.29,189.68,26.452,64.516,4.7335
401,613.63,193.66,24.322,59.321,4.6737
402,613.63,198.42,24.322,59.321,3.8291
408,461.11,141.5,52.338,128.28,-0.72046
419,552,198.42,24.322,59.321,4.6278
425,585.48,189.68,26.452,64.516,4.0497
426,594.67,188.91,24.322,59.321,4.0445
428,611.29,184.52,26.452,64.516,4.0274
435,551.52,52.8,98.974,241.4,2.8149
436,446.4,-6.3158,130.47,318.22,3.1483
438,-15,126.67,136.67,333.33,2.8618
446,27.879,148.8,98.974,241.4,3.0794
451,216.84,60,173.91,424.18,2.8784
455,413.33,148.12,120.7,310.46,-0.78276
471,603.5,150,41,100,3.4209
472,596.42,141.6,49.058,119.65,3.1448
473,592.13,122.61,53.647,130.85,3.4846
474,596.42,141.6,49.058,119.65,3.1827
475,595.5,142,41,100,3.091
476,586.87,141.6,49.058,119.65,2.7877
478,611.92,201.54,31.538,76.923,3.0624
511,449.91,173.65,28.991,70.709,2.8047
517,413.89,167.32,34.577,84.335,2.979
518,407.16,167.32,34.577,84.335,3.0152
520,411.5,158,41,100,3.0381
521,419.5,166,41,100,3.3415
523,432.92,168,28.991,70.709,2.9989
525,428.74,169.9,24.322,59.321,3.5327
526,427.26,168,28.991,70.709,3.1571
528,421.59,168,28.991,70.709,3.0794
529,427.26,168,28.991,70.709,3.7392
530,433.46,164.62,31.538,76.923,3.1898
531,440.84,160.56,34.577,84.335,3.8764
532,454.32,167.32,34.577,84.335,3.999
533,459.5,158,41,100,4.2949
534,467.5,158,41,100,4.1204
535,475.5,158,41,100,4.3858
536,483.5,158,41,100,4.1153
537,499.5,158,41,100,4.2926
538,510.45,160.8,49.058,119.65,4.3571
539,520,160.8,49.058,119.65,3.7802
540,530.71,157.14,58.571,142.86,3.8069
541,553.57,157.14,58.571,142.86,4.1719
542,565.83,143.33,68.333,166.67,4.5032
543,488.85,176.92,31.538,76.923,2.7868
546,410.27,168,28.991,70.709,2.8484
547,410.27,168,28.991,70.709,2.7775
556,435.5,174,41,100,2.7882
557,451.5,182,41,100,2.8152
560,485,168.57,58.571,142.86,3.217
561,507.86,180,58.571,142.86,3.1878
577,569.66,175.38,37.762,92.102,2.8519
579,614.16,179.29,28.991,70.709,3.7138
581,17.692,169.23,63.077,153.85,2.757
590,51.162,163.42,28.09,68.9,-0.83101
593,613.78,187.52,22.706,55.665,-0.36121
597,435.5,142,41,100,2.9199
601,523.55,189.68,26.452,64.516,3.6624
602,539.03,189.68,26.452,64.516,2.9776
603,559.68,194.84,26.452,64.516,3.6563
604,580.18,190.59,28.991,70.709,2.8028
605,602.53,187.61,34.577,84.335,3.9049
606,557.52,184.94,28.991,70.709,3.0441
610,602.53,167.32,34.577,84.335,3.3886
648,600.98,174.2,20.455,50.042,-0.80859
649,614.24,178.48,19.172,47.265,-0.4263
655,533.87,169.03,26.452,64.516,2.8937
658,575.75,178.82,26.667,65.355,-0.882
659,589.05,160.56,34.577,84.335,3.4033
660,599.08,153.23,37.762,92.102,2.7553
