53,77.907,191.25,25.768,64.965,-0.75783
54,70.316,174.08,34.577,84.335,2.8687
55,63.579,174.08,34.577,84.335,3.1818
56,54.713,175.38,37.762,92.102,3.7421
57,43.5,174,41,100,3.5818
58,35.5,174,41,100,3.6072
59,19.5,174,41,100,4.2992
60,3.5,182,41,100,4.1286
369,608.89,179.41,24.322,59.321,4.8244
370,608.5,173.65,28.991,70.709,5.0044
371,608.5,173.65,28.991,70.709,4.4985
372,608.5,173.65,28.991,70.709,4.5482
373,608.5,173.65,28.991,70.709,4.5708
374,608.89,179.41,24.322,59.321,4.1198
375,608.5,173.65,28.991,70.709,4.041
376,611.29,179.35,26.452,64.516,4.5712
377,608.5,173.65,28.991,70.709,3.873
378,608.5,173.65,28.991,70.709,3.9609
379,608.5,173.65,28.991,70.709,4.2036
380,608.5,173.65,28.991,70.709,4.5176
381,608.5,173.65,28.991,70.709,4.0165
382,608.5,173.65,28.991,70.709,4.5556
383,608.5,173.65,28.991,70.709,4.3155
384,608.5,173.65,28.991,70.709,4.2848
385,608.5,173.65,28.991,70.709,4.1394
386,608.5,173.65,28.991,70.709,4.2881
387,611.29,179.35,26.452,64.516,4.2131
387,611.53,180.71,24.013,58.965,-0.021309
388,611.29,179.35,26.452,64.516,4.5439
388,611.69,181.32,23.757,58.308,-0.56706
389,611.29,179.35,26.452,64.516,4.2405
390,608.5,173.65,28.991,70.709,4.3773
391,608.5,173.65,28.991,70.709,4.1646
392,611.29,179.35,26.452,64.516,4.5618
393,611.29,179.35,26.452,64.516,4.4226
393,485.5,178.88,21.075,51.702,0.035055
394,611.29,179.35,26.452,64.516,4.6201
395,611.29,179.35,26.452,64.516,4.4454
396,611.29,179.35,26.452,64.516,4.2779
397,611.29,179.35,26.452,64.516,3.8718
398,613.63,184.16,24.322,59.321,4.133
399,613.63,188.91,24.322,59.321,4.4868
400,611.29,189.68,26.452,64.516,4.4692
401,613.63,193.66,24.322,59.321,4.4001
402,613.63,198.42,24.322,59.321,3.4215
408,461.11,141.5,52.338,128.28,-0.72046
419,552,198.42,24.322,59.321,4.3469
425,585.48,189.68,26.452,64.516,3.6771
426,594.67,188.91,24.322,59.321,3.671
428,611.29,184.52,26.452,64.516,3.6512
455,413.32,148.12,120.7,310.46,-0.78276
471,603.5,150,41,100,2.9486
473,592.13,122.61,53.647,130.85,3.0225
521,419.5,166,41,100,2.8567
525,428.74,169.9,24.322,59.321,3.0781
526,432.37,173.32,23.24,56.972,0.027592
